dbid,subject,experiment,session,condition,lm_scenarios,tm_scenarios,ls_n,lt_n,ts_n,tt_n,d_n,ls_t,lt_t,ts_t,tt_t,d_t,d_t_2,linear_time,triangular_time,draw_time,totalTime,LM_T_M,TM_T_M,DT_T_M,TOTAL_T_M,DIFF_T_M,linear_score,triangular_score,score_diff,time_diff,totalScore,AGE,COUNTRY,LANGUAGE,EDUCATION,MAJOR,GENDER,PREFERENCE,Rater,Graph Type,Graph Description (if other),X Axis,Y Axis,Graph Title,Data Point Labels,X Gridlines,Y Gridlines,Point Triangles,X-Axis Scale,Y-Axis Scale,Flag for Review,Points,DRAW_SCORE,ARF,Select each item that is labelled in the graph,Comments
58e45d80d46cc6fa347e7abb,6FBAA,experiment,hotel,4,longmire,axis,4,6,3,6,1,141257,410629,130265,238523,100622,312908,551886,368788,413530,1560590,9.2,6.15,6.89,26.01,3.05,10,9,-1,183098,20,23,Iran,Other,Third,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Start Time - End Time,Duration,Patient Appointments,Yes,None,None,Yes,1 hour,1 hour,No,"A1, B1, G3, I4, C1, E2, F3, H3, J4",9,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7ab8,D0YUO,experiment,hotel,2,longmire,axis,5,4,1,0,2,131371,414306,252411,401331,102042,708644,545677,653742,810686,2224933,9.09,10.9,13.51,37.08,-1.8,9,1,-8,-108065,12,20,USA,Mandarin or Cantonese,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Linear Model,(duration on y),Time,# Trials,NA,Yes,None,None,No,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45d80d46cc6fa347e7abe,GTEE1,reverse,hotel,4,longmire,axis,4,9,3,10,2,156363,527035,247086,386808,95975,641044,683398,633894,737019,2467272,11.39,10.56,12.28,41.12,0.83,13,13,0,49504,28,18,USA,Spanish,First,Social Sciences (incl. CogSci),Male,the second one (triangular),Hazel,Triangular,,Time,Trial #,Clinical Trial Schedule,Yes,None,None,No,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45d80d46cc6fa347e7abf,HAFD2,reverse,hotel,0,longmire,axis,3,6,1,1,0,91393,382627,170700,307201,614587,645812,474020,477901,1260399,2455948,7.9,7.97,21.01,40.93,-0.06,9,2,-7,-3881,11,21,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time of Day,Trial Number,NA cut off,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,Trial #,Yes,"A1, B1",2,,"Start time, End time, Patient #, Trial #","subject confused about graph, but drew entire pyramid with horizontal lines; y-axis trial number in ascending order, which led to incorrect points"
58e45d80d46cc6fa347e7ac0,HCGK6,experiment,hotel,0,axis,longmire,5,8,2,3,1,162236,463867,359822,786651,230926,796720,626103,1146473,1027646,3097747,10.44,19.11,17.13,51.63,-8.67,13,5,-8,-520370,19,19,USA,English,Second,Social Sciences (incl. CogSci),Male,the first one (linear,Hazel,Triangular,,Time,Duration (Hours),James Schedule,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aaf,HDDC2,reverse,hotel,4,longmire,axis,4,4,3,8,2,141349,540112,196205,446558,245271,577705,681461,642763,822976,2455543,11.36,10.71,13.72,40.93,0.64,8,11,3,38698,21,21,India,Other,Third,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Time,Hours,NA Cut off,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aab,JC60L,experiment,hotel,2,longmire,axis,4,4,4,7,0,96524,441043,214487,317123,241928,511135,537567,531610,753063,2103872,8.96,8.86,12.55,35.06,0.1,8,11,3,5957,19,19,USA,English,First,Biomedical & Health Sciences,Male,the second one (triangular),Hazel,Triangular,,Start Time/End Time,Duration (hours),James Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7ab3,K015Z,experiment,hotel,3,longmire,axis,5,6,3,8,1,195498,582554,146878,351009,885111,74413,778052,497887,959524,2941130,12.97,8.3,15.99,49.02,4.67,11,11,0,280165,23,19,USA,English,Second,Math or Computer Sciences,Male,the second one (triangular),Hazel,Triangular,,Start Time & End Time,Duration (Hours),Lab Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #","subject drew graph too far to the right, was unable to draw complete right side of triangle for patient H3"
58e45d80d46cc6fa347e7abc,K9QVH,experiment,hotel,0,axis,longmire,5,6,3,7,1,175314,321338,144328,415672,179159,757197,496652,560000,936356,2343899,8.28,9.33,15.61,39.06,-1.06,11,10,-1,-63348,22,27,Korea,Other,Third,Social Sciences (incl. CogSci),Male,the first one (linear,Hazel,Triangular,,Time,Duration (hrs),Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aba,LN6PH,reverse,hotel,0,longmire,axis,5,8,2,0,1,149924,554473,405874,752630,230573,913784,704397,1158504,1144357,3238271,11.74,19.31,19.07,53.97,-7.57,13,2,-11,-454107,16,33,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (right angle),,Time,Duration (Hours),Jame's Schedule,Yes,Pyramid grid,None,No,1 hour,1 hour,No,,0,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aaa,LTQOU,reverse,hotel,4,longmire,axis,5,9,4,8,2,226997,529243,240893,409844,277577,951739,756240,650737,1229316,2949448,12.6,10.85,20.49,49.16,1.76,14,12,-2,105503,28,19,USA,English,Second,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Time,Hours,James Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7ab5,MP0MD,reverse,hotel,4,axis,longmire,5,7,4,9,2,156511,308336,113280,348872,241982,635526,464847,462152,877508,2137131,7.75,7.7,14.63,35.62,0.04,12,13,1,2695,27,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Time,Hours,Jame's Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #","drew complete outer pyramid triangle, but only drew connecting lines to x-axis for each points instead of entire triangle grid"
58e45d80d46cc6fa347e7ab2,N0783,reverse,hotel,3,longmire,axis,4,6,4,7,1,128091,429446,242643,317581,623429,149441,557537,560224,772870,2197521,9.29,9.34,12.88,36.63,-0.04,10,11,1,-2687,22,22,TURKEY,Other,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Beg & End Time,Duration,Patient Scheduling Graph,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #","Drew out symbols to represent trial numbers, and drew horizontal lines"
58e45d80d46cc6fa347e7ac1,OXMZM,reverse,hotel,4,longmire,axis,5,8,4,6,2,102622,311843,144043,323224,100330,385079,414465,467267,485409,1610469,6.91,7.79,8.09,26.84,-0.88,13,10,-3,-52802,25,18,USA,English,First,Natural Sciences,Female,the first one (linear,Hazel,Triangular,,Time,Duration (min),Triangular Interval Graph for Patient Trials,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aad,QBQGZ,reverse,hotel,4,axis,longmire,4,7,5,7,2,182318,313328,175418,436123,115392,413284,495646,611541,528676,1956320,8.26,10.19,8.81,32.61,-1.93,11,12,1,-115895,25,23,Guangdong,Mandarin or Cantonese,Other,Social Sciences (incl. CogSci),Male,the first one (linear,Hazel,Triangular,,Time,Lasting Hours,Patient Schedual,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aac,R9VP8,reverse,hotel,4,longmire,axis,4,6,2,4,2,135580,352171,239132,696309,268829,569713,487751,935441,838542,2536861,8.13,15.59,13.98,42.28,-7.46,10,6,-4,-447690,18,25,Korea,Other,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time,Duration,Patient Schedule,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7abd,S68K6,reverse,hotel,2,longmire,axis,4,8,1,0,1,121675,341511,401617,436389,96921,582575,463186,838006,679496,2281466,7.72,13.97,11.32,38.02,-6.25,12,1,-11,-374820,14,19,USA,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Male,the first one (linear,Hazel,Triangular,,Start and End of Trial (Time of Day),Duration (Hours),NA cut off,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7ab0,UM82L,reverse,hotel,4,axis,longmire,5,7,5,10,1,153949,330287,198269,651058,141876,670935,484236,849327,812811,2438232,8.07,14.16,13.55,40.64,-6.08,12,15,3,-365091,28,19,USA,English,Second,Biomedical & Health Sciences,Male,the second one (triangular),Hazel,Triangular,,Start & End Time (Time of Day),Hours Lasted,Patent Start & End Times,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7aa9,VJ2BM,reverse,hotel,4,axis,longmire,5,6,5,8,1,209990,432120,242096,760497,190201,869610,642110,1002593,1059811,3012797,10.7,16.71,17.66,50.21,-6.01,11,13,2,-360483,25,22,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Start Time & End Time,Trial #,Appointment Scheduling,Yes,Pyramid grid,None,Yes,1/2 hour,Trial #,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #","Seemed to write in trial number after graphing the points -- points are correct for TM graph, but not for how they labeled the y-axis; also seemed to have some shading done for triangles as well"
58e45d80d46cc6fa347e7ab6,WJHUD,reverse,hotel,2,axis,longmire,3,3,2,0,0,125144,191630,184991,272475,62325,714793,316774,457466,777118,1751730,5.28,7.62,12.95,29.2,-2.34,6,2,-4,-140692,8,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (right angle),,Time,Duration (in hours),Patient Schedule Data,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,Yes,,0,,"Start time, End time, Duration, Patient #","Subject seemed to understand time and duration concept of graph, but was unable to plot point correctly (start time correct, end time wrong);"
58e45d80d46cc6fa347e7aa8,Z10XW,reverse,hotel,4,axis,longmire,3,7,4,9,1,162334,415394,223771,526657,210668,1638056,577728,750428,1848724,3429892,9.63,12.51,30.81,57.16,-2.88,10,13,3,-172700,24,18,USA,English,First,Humanities,Female,the first one (linear,Hazel,Triangular,,Start and End Time,Trial #,Patient Schedule,Yes,None,None,Yes,15 minutes,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45d80d46cc6fa347e7ab4,Z7V3J,reverse,hotel,4,longmire,axis,5,8,5,10,2,161514,467185,232402,415933,82431,769927,628699,648335,852358,2468519,10.48,10.81,14.21,41.14,-0.33,13,15,2,-19636,30,20,USA,English,Second,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Appointment Times,Trial #,Patient Appointments,Yes,None,Horizontal,Yes,1/2 hour,Trial #,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #","Showed that they understood that C1 was incorrectly scheduled, labeled the trial number but graphed it according to duration instead of their y-axis trial #"
58e45d3bd46cc6fa347e72ae,1BZ30,experiment,india,4,longmire,axis,5,7,2,8,0,137465,440943,215470,228250,235635,685612,578408,443720,921247,2241066,9.64,7.4,15.35,37.35,2.24,12,10,-2,134688,22,20,USA,English,Third,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular,,Start & End Time,# Hours it takes,Patient Scheduling,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d3bd46cc6fa347e72b0,1KNSY,reverse,india,0,axis,longmire,5,5,2,2,2,172455,455471,202943,465598,138524,466000,627926,668541,604524,2063665,10.47,11.14,10.08,34.39,-0.68,10,4,-6,-40615,16,21,india,English,Fourth,Biomedical & Health Sciences,Female,the first one (linear,Kai,Linear Model,(duration on y),Start & End Time,TRIAL #,PATIENT SCHEDULING,Yes,None,None,No,1/2 hour,Trial number,No,"A1, D2, G3, C1, E2, F3, J4",7,,"Start time, End time, Patient #, Trial #",
58e45d3bd46cc6fa347e72b5,55QTL,experiment,india,3,axis,longmire,4,8,4,8,1,287843,486599,189126,470181,115146,1319787,774442,659307,1434933,3173189,12.91,10.99,23.92,52.89,1.92,12,12,0,115135,25,20,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular (asymmetric),,Time,Trial,Jame's Experiments Schedule,Yes,None,Horizontal,Yes,1/2 hour,Trial number,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",
58e45d3bd46cc6fa347e72bc,5KVW9,experiment,india,2,axis,longmire,3,3,1,2,2,118641,196159,105441,287356,339818,83022,314800,392797,422840,1361200,5.25,6.55,7.05,22.69,-1.3,6,3,-3,-77997,11,23,Canada,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular (right angle),,time,duration,James' Schedule,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, B1, G3, I4, C1, E2, H3, J4",8,,"Duration, Patient #",
58e45d3bd46cc6fa347e72aa,7HDR0,reverse,india,0,longmire,axis,5,7,5,8,1,100625,401383,165944,549435,123060,737641,502008,715379,860701,2357531,8.37,11.92,14.35,39.29,-3.56,12,13,1,-213371,26,19,USA,English,Second,Social Sciences (incl. CogSci),Male,the second one (triangular),Kai,Triangular,,time [of day],length /duration (hours),Trial Schedule (Durations & times),Yes,None,None,Yes,1 hour,15 minutes,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72b8,82SJ2,reverse,india,4,axis,longmire,3,2,1,0,0,178687,230618,121793,248635,14107,631532,409305,370428,645639,1646268,6.82,6.17,10.76,27.44,0.65,5,1,-4,38877,6,24,USA,English,Fourth,Social Sciences (incl. CogSci),Male,the first one (linear,Kai,Scatterplot,Combination of asymmetric and right angle triangular model; only one x intercept,(Time),Trial,(Time Schedule),Yes,None,None,No,1/2 hour,trial number,Yes,"A1, B1, G3, I4, C1, E2, F3, H3, J4",9,,"Patient #, Trial #",sbj seems to have a combination of different models together
58e45d3bd46cc6fa347e72b9,F8PZP,reverse,india,4,longmire,axis,4,5,4,6,0,118970,382667,181639,218406,73759,191704,501637,400045,265463,1346061,8.36,6.67,4.42,22.43,1.69,9,10,1,101592,19,20,Pakistan,Other,Third,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular,,Start & End,NA,James Schedule,No,None,None,Yes,1 hour,1 hour,No,"A1, B1, G3, I4, C1, E2, F3, H3, J4",9,,"Start time, End time",
58e45d3bd46cc6fa347e72b7,GHT14,experiment,india,0,longmire,axis,4,8,1,0,2,92206,417764,446999,399195,120206,387212,509970,846194,507418,2061037,8.5,14.1,8.46,34.35,-5.6,12,1,-11,-336224,15,23,VIETNAM,Other,Fourth,Biomedical & Health Sciences,Male,the first one (linear,Kai,Triangular (right angle),,Time,Duration (hrs),Jame's Interval graph,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72b4,HNVWH,experiment,india,3,axis,longmire,5,7,4,6,1,155946,409083,193834,648751,154674,495669,565029,842585,650343,2349107,9.42,14.04,10.84,39.15,-4.63,12,10,-2,-277556,23,20,China,Mandarin or Cantonese,Third,Math or Computer Sciences,Female,the first one (linear,Kai,Triangular,,Start/end of time,duration of time/hr,Patient Schedule,Yes,Pyramid grid,None,No,1 hour,1 hour,No,"A1, B1, G3, I4, C1, E2, F3, H3, J4",9,,"Start time, End time, Duration, Patient #, Trial #",
58e45d3bd46cc6fa347e72ab,HZMPX,experiment,india,0,axis,longmire,4,7,5,8,2,108756,346587,148850,270036,84954,481523,455343,418886,566477,1696135,7.59,6.98,9.44,28.27,0.61,11,13,2,36457,26,20,USA,English,Third,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular,,Time,Duration (Hours),James' Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72ba,J7RKX,experiment,india,2,longmire,axis,5,8,4,8,2,139503,424732,129143,236706,77390,462301,564235,365849,539691,1763772,9.4,6.1,8.99,29.4,3.31,13,12,-1,198386,27,19,USA,English,Second,Engineering,Female,the second one (triangular),Kai,Triangular,,Start & End times (hours),Length of Appointment (hours),Appointment Time,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d3bd46cc6fa347e72b6,JXWJP,reverse,india,4,axis,longmire,4,7,5,8,1,134890,291658,125992,436999,114439,698398,426548,562991,812837,2070209,7.11,9.38,13.55,34.5,-2.27,11,13,2,-136443,25,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,TIME,DURATION (hours),PATIENT SCHEDULING DATA,Yes,None,None,Yes,1/2 hour,5 min,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72a9,M8MYD,experiment,india,2,axis,longmire,2,9,5,9,2,185596,310679,232005,478296,129512,869622,496275,710301,999134,2433601,8.27,11.84,16.65,40.56,-3.57,11,14,3,-214026,27,19,USA,English,Second,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular,,time,Duration (hrs),James' Schedule (James Lab),Yes,Pyramid grid,None,No,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72be,N0V08,experiment,india,0,axis,longmire,4,8,4,7,2,91563,223213,112402,311187,354600,22084,314776,423589,376684,1314584,5.25,7.06,6.28,21.91,-1.81,12,11,-1,-108813,25,18,USA,Other,First,Biomedical & Health Sciences,Female,the second one (triangular),Kai,Triangular,,Time Start/End,Duration (hrs),Time & Duration of Patients,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, B1, G3, I4, C1, E2, F3, H3, J4",9,,"Start time, End time, Duration, Patient #",
58e45d3bd46cc6fa347e72b1,O0XHK,reverse,india,4,longmire,axis,4,8,4,10,1,128961,398548,212210,398232,184281,478396,527509,610442,662677,2067321,8.79,10.17,11.04,34.46,-1.38,12,14,2,-82933,27,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,Duration,Patient,Patient Scheduling,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",There's an outline of the pyramid grid
58e45d3bd46cc6fa347e72b2,QVNGE,experiment,india,3,longmire,axis,3,6,1,8,2,102723,306229,199101,206941,97398,500469,408952,406042,597867,1636360,6.82,6.77,9.96,27.27,0.05,9,9,0,2910,20,21,Korea,Other,Third,Biomedical & Health Sciences,Male,the second one (triangular),Kai,Triangular,,Start & End Time (hours),Duration (in hours),Patient Scheduling,Yes,None,None,No,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d3bd46cc6fa347e72af,S3UR3,experiment,india,0,axis,longmire,5,8,3,7,2,188218,438048,242908,612679,123198,442394,626266,855587,565592,2300970,10.44,14.26,9.43,38.35,-3.82,13,10,-3,-229321,25,18,USA,English,First,Social Sciences (incl. CogSci),Male,the first one (linear,Kai,Triangular,,Time,Duration (hrs),James Schedule,Yes,None,None,No,1/2 hour,1/2 hour,Yes,"A1, I4, C1, E2, F3, H3, J4",7,,"Duration, Patient #","cut off - title, partially"
58e45d3bd46cc6fa347e72ac,SPP2M,experiment,india,4,axis,longmire,3,7,4,9,2,172246,388797,211507,403631,300190,611852,561043,615138,912042,2349180,9.35,10.25,15.2,39.15,-0.9,10,13,3,-54095,25,19,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Time of Day,Duration (hours),James' Patient Schedule,Yes,None,None,No,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #, Trial #",trial number is labeled on y-axis to imply trial number for each point
58e45d3bd46cc6fa347e72a8,SUCUA,experiment,india,4,axis,longmire,5,8,5,10,1,636112,747207,200547,405701,96924,541249,1383319,606248,638173,2899105,23.06,10.1,10.64,48.32,12.95,13,15,2,777071,29,21,KENYA,Other,Third,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular,,START/END TIME,(CUT OFF),Hours VS Start/End Time,Yes,None,None,Yes,1/2 hour,1/2 hour,Yes,,10,,"Start time, End time, Duration, Patient #",cut off- y-axis label. all the points are correct but not on the specific spot (only near the right spot)
58e45d3bd46cc6fa347e72a7,T42AO,reverse,india,0,longmire,axis,4,6,1,3,0,134838,418529,303859,672016,514687,197603,553367,975875,712290,2537333,9.22,16.26,11.87,42.29,-7.04,10,4,-6,-422508,14,21,USA,English,Third,Social Sciences (incl. CogSci),Male,the second one (triangular),Kai,Linear Model,,START/END TIME,Patient #,Patient vs Time,No,None,None,No,1/2 hour,Patient #,Yes,"A1, D2, I4, C1, E2, F3, H3, J4",8,,"Start time, End time, Patient #",sbj drew a linear model slanted; the y-axis is slanted
58e45d3bd46cc6fa347e72ad,TW6BB,reverse,india,4,longmire,axis,3,7,3,7,2,131686,350850,266448,415368,115957,725246,482536,681816,841203,2250600,8.04,11.36,14.02,37.51,-3.32,10,10,0,-199280,22,22,USA,English,Fourth,Humanities,Female,the second one (triangular),Kai,Triangular,,Time,Duration,Patient Scheduling Data,Yes,None,None,Yes,"not uniform throughout, 30-45 min",1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72bd,VEL2Z,experiment,india,2,axis,longmire,4,7,4,10,1,198305,278705,110380,256096,141097,331389,477010,366476,472486,1531107,7.95,6.11,7.87,25.52,1.84,11,14,3,110534,26,21,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,time start/end,duration,Patient Appointments,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d3bd46cc6fa347e72b3,XEW4X,experiment,india,4,axis,longmire,4,8,4,8,2,137844,296302,132133,314176,158155,627882,434146,446309,786037,1906739,7.24,7.44,13.1,31.78,-0.2,12,12,0,-12163,26,20,USA,English,Third,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular,,Time,# of hours,James' Schedule of Appointments,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d3bd46cc6fa347e72bb,XKUQ9,experiment,india,3,axis,longmire,5,8,3,9,1,232370,548430,168997,591422,174582,702513,780800,760419,877095,2786895,13.01,12.67,14.62,46.45,0.34,13,12,-1,20381,26,24,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,time during day,# of hours,Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45ca4d46cc6fa347e6b45,0YH05,reverse,juliet,1,axis,longmire,4,9,5,8,2,127547,245656,118415,217142,162691,441470,373203,335557,604161,1694999,6.22,5.59,10.07,28.25,0.63,13,13,0,37646,28,19,China,English,Second,Biomedical & Health Sciences,Female,the first one (linear,Hazel,Triangular,,Time,Time Elapsed,James's Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45ca4d46cc6fa347e6b42,2610Q,experiment,juliet,4,axis,longmire,5,5,5,10,2,198575,369617,198930,309095,121029,932186,568192,508025,1053215,2500420,9.47,8.47,17.55,41.67,1,10,15,5,60167,27,19,USA,English,Second,Biomedical & Health Sciences,Female,the first one (linear,Hazel,Triangular,,Time,# Hours,James Patient Schedule,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b41,3L53C,experiment,juliet,1,axis,longmire,5,7,3,9,2,169680,311360,186874,463327,142145,633295,481040,650201,775440,2304395,8.02,10.84,12.92,38.41,-2.82,12,12,0,-169161,26,21,USA,Mandarin or Cantonese,Fourth,Social Sciences (incl. CogSci),Male,the second one (triangular),Hazel,Triangular,,Start & End Time,Duration (hours),"Patient Trials, Start/End Time vs Duration",Yes,None,None,Yes,15 minutes,15 minutes,No,"A1, D2, B1, G3, C1, E2, F3, H3",8,,"Start time, End time, Duration, Patient #",
58e45ca4d46cc6fa347e6b4e,4UBJB,experiment,juliet,4,longmire,axis,3,5,4,7,0,91474,437635,216247,290660,160019,182989,529109,506907,343008,1718210,8.82,8.45,5.72,28.64,0.37,8,11,3,22202,19,22,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,NA,NA,Triangular Interval Graph,Yes,Pyramid grid,None,Yes,1 hour,1 hour,No,"A1, B1, G3, I4, C1, H3, J4",7,,"Start time, End time, Patient #",
58e45ca4d46cc6fa347e6b49,7VJSF,experiment,juliet,1,axis,longmire,4,6,5,8,2,247392,508587,270021,625509,236975,621256,755979,895530,858231,2976392,12.6,14.93,14.3,49.61,-2.33,10,13,3,-139551,25,18,USA,Spanish,First,Biomedical & Health Sciences,Male,the first one (linear,Hazel,Triangular,,Time of Day,Duration Hrs,Triangular Interval Graph for Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
